"","x","y","celltypes"
"cell4362...20362",2530.29453055933,3260.66436711699,"E"
"cell4363...20363",3625.83569996059,2486.48682702333,"E"
"cell4364...20364",3749.63070359081,2416.89892439172,"E"
"cell4365...20365",2286.87317529693,3216.61284333095,"E"
"cell4366...20366",2335.65553743392,3487.84442758188,"E"
"cell4367...20367",2436.99878035113,2541.64170706645,"E"
"cell4368...20368",3988.13296994194,3528.70812546462,"E"
"cell4369...20369",3316.62547262385,2864.89855032414,"E"
"cell4370...20370",3643.57028296217,3554.18800609186,"E"
"cell4371...20371",3546.90890433267,2647.97651441768,"E"
"cell4372...20372",2072.94046785682,3045.82807840779,"E"
"cell4373...20373",2086.3446588628,3978.21112349629,"E"
"cell4374...20374",2112.4876360409,2894.25710728392,"E"
"cell4375...20375",3152.45728660375,3108.38459525257,"E"
"cell4376...20376",2965.82073671743,2346.92570567131,"E"
"cell4377...20377",2245.343842078,2699.42749431357,"E"
"cell4378...20378",2794.94664492086,2499.67292044312,"E"
"cell4379...20379",2520.9844391793,3770.03172505647,"E"
"cell4380...20380",3301.63075961173,2222.98639453948,"E"
"cell4381...20381",3810.62800157815,2955.9338982217,"E"
"cell4382...20382",3480.25778774172,3976.80101217702,"E"
"cell4383...20383",3683.43424238265,3183.76212660223,"E"
"cell4384...20384",2088.47982529551,2446.68017048389,"E"
"cell4385...20385",2846.54559521005,2501.38269970194,"E"
"cell4386...20386",3747.87909304723,3319.25978185609,"E"
"cell4387...20387",2350.72867991403,3008.50645871833,"E"
"cell4388...20388",2697.52318877727,2936.52777606621,"E"
"cell4389...20389",3243.68955940008,3980.09674344212,"E"
"cell4390...20390",2843.40000571683,3688.13522811979,"E"
"cell4391...20391",3886.65183959529,3047.6268613711,"E"
"cell4392...20392",3990.4650026001,3544.93444040418,"E"
"cell4393...20393",3635.14308771119,2147.91387459263,"E"
"cell4394...20394",3801.95696884766,2921.37536033988,"E"
"cell4395...20395",3311.68503593653,3972.21874864772,"E"
"cell4396...20396",2807.27303680032,3056.64377845824,"E"
"cell4397...20397",3060.34019310027,3980.05631519482,"E"
"cell4398...20398",3004.96204430237,2420.04631180316,"E"
"cell4399...20399",3710.62293928117,2642.77122262865,"E"
"cell4400...20400",2508.06725723669,3033.13674218953,"E"
"cell4401...20401",3640.82488697022,2220.30702093616,"E"
"cell4402...20402",2728.72949996963,3111.584471073,"E"
"cell4403...20403",3581.64190547541,3113.97934984416,"E"
"cell4404...20404",3819.66765318066,3787.15825593099,"E"
"cell4405...20405",2476.69870546088,2596.29826666787,"E"
"cell4406...20406",3446.43014296889,2448.71679088101,"E"
"cell4407...20407",2007.15408986434,3264.36501787975,"E"
"cell4408...20408",3527.79994392768,3631.47187652066,"E"
"cell4409...20409",2570.6822280772,3087.34440570697,"E"
"cell4410...20410",2680.76511193067,3585.52569057792,"E"
"cell4411...20411",3806.12428532913,3869.41021727398,"E"
"cell4412...20412",3755.15952007845,3119.00371639058,"E"
"cell4413...20413",2849.08066876233,3007.65293464065,"E"
"cell4414...20414",3632.95933045447,3610.26735650375,"E"
"cell4415...20415",2523.44221482053,2870.37030654028,"E"
"cell4416...20416",3168.37464552373,2240.67838303745,"E"
"cell4417...20417",2041.81225784123,3525.81363264471,"E"
"cell4418...20418",2792.1963846311,2765.5068798922,"E"
"cell4419...20419",2545.59611994773,3506.60713762045,"E"
"cell4420...20420",2405.57669941336,3053.70641825721,"E"
"cell4421...20421",2418.99740463123,2957.94857107103,"E"
"cell4422...20422",2233.78588119522,2858.33285562694,"E"
"cell4423...20423",2543.99747448042,3994.66689862311,"E"
"cell4424...20424",2177.85204155371,2162.15671319515,"E"
"cell4425...20425",3069.25601698458,2446.02012261748,"E"
"cell4426...20426",2540.41834548116,2769.18362686411,"E"
"cell4427...20427",2814.75439062342,2304.30081021041,"E"
"cell4428...20428",3365.32933264971,2945.31756872311,"E"
"cell4429...20429",3793.24074275792,2161.37293260545,"E"
"cell4430...20430",2605.20298406482,2070.34871447831,"E"
"cell4431...20431",2117.86498362198,2189.88563399762,"E"
"cell4432...20432",3518.11841782182,2930.63566600904,"E"
"cell4433...20433",2135.31380239874,2326.66885480285,"E"
"cell4434...20434",3223.60511682928,3182.913439814,"E"
"cell4435...20435",2272.58245833218,2545.56635115296,"E"
"cell4436...20436",2479.48060370982,3799.05694862828,"E"
"cell4437...20437",2976.7794511281,3216.80646110326,"E"
"cell4438...20438",3079.17101774365,2161.49925859645,"E"
"cell4439...20439",3970.27119249105,2839.59342166781,"E"
"cell4440...20440",3205.97767131403,2248.53704962879,"E"
"cell4441...20441",3829.24662390724,3412.74337936193,"E"
"cell4442...20442",2472.28723345324,3567.88408430293,"E"
"cell4443...20443",2705.14782192186,2103.797479067,"E"
"cell4444...20444",3926.19966669008,2129.19737165794,"E"
"cell4445...20445",2436.13001331687,2017.79448520392,"E"
"cell4446...20446",3745.53373968229,2989.83508395031,"E"
"cell4447...20447",3793.80060359836,2388.19678965956,"E"
"cell4448...20448",2781.7760379985,3650.392529089,"E"
"cell4449...20449",3241.92764889449,3289.08888529986,"E"
"cell4450...20450",3348.55799051002,2219.97261000797,"E"
"cell4451...20451",2675.58034928516,3219.83731072396,"E"
"cell4452...20452",3864.24392415211,2181.0997966677,"E"
"cell4453...20453",2969.97238555923,2949.56793310121,"E"
"cell4454...20454",2973.58800051734,3481.50186287239,"E"
"cell4455...20455",3764.8901194334,3549.08393509686,"E"
"cell4456...20456",2962.54887897521,2510.22164709866,"E"
"cell4457...20457",2915.85394740105,3502.2566402331,"E"
"cell4458...20458",2055.53921079263,3868.95909579471,"E"
"cell4459...20459",3160.42853472754,2299.36902923509,"E"
"cell4460...20460",2989.52695680782,2971.99900448322,"E"
"cell4461...20461",3564.84952522442,2277.45226118714,"E"
"cell4462...20462",3047.40496957675,3638.92311183736,"E"
"cell4463...20463",2587.7204281278,2092.34976582229,"E"
"cell4464...20464",2250.11622626334,3221.19985194877,"E"
"cell4465...20465",2042.71027864888,2977.97204973176,"E"
"cell4466...20466",3003.57505353168,2623.86155547574,"E"
"cell4467...20467",2982.70961083472,3670.0387164019,"E"
"cell4468...20468",2376.88914919272,3529.97954934835,"E"
"cell4469...20469",3778.39922439307,3414.0075747855,"E"
"cell4470...20470",3497.80881404877,2202.54056481645,"E"
"cell4471...20471",2862.11567325518,3111.02048261091,"E"
"cell4472...20472",3003.9054020308,3615.60829961672,"E"
"cell4473...20473",3493.31813398749,3478.73415471986,"E"
"cell4474...20474",2856.30623437464,3614.74696919322,"E"
"cell4475...20475",2583.80300272256,3784.42976856604,"E"
"cell4476...20476",3298.93219191581,2778.53233832866,"E"
"cell4477...20477",2358.91107330099,3428.9808915928,"E"
"cell4478...20478",2340.69088008255,2067.00809951872,"E"
"cell4479...20479",3337.96534081921,2177.53200884908,"E"
"cell4480...20480",2713.58821028844,3471.43291123211,"E"
"cell4481...20481",2700.2607062459,2469.97605916113,"E"
"cell4482...20482",3247.01868044212,2287.14048117399,"E"
"cell4483...20483",3600.42209038511,2923.16296463832,"E"
"cell4484...20484",2478.1684409827,3431.72362120822,"E"
"cell4485...20485",3659.41819222644,2531.04669600725,"E"
"cell4486...20486",3332.41628808901,3827.48527592048,"E"
"cell4487...20487",2681.34254170582,2451.87510969117,"E"
"cell4488...20488",2465.16710380092,3113.99657046422,"E"
"cell4489...20489",3080.29734715819,2219.66384164989,"E"
"cell4490...20490",3021.34956466034,3889.70966497436,"E"
"cell4491...20491",3642.82199880108,2863.97788766772,"E"
"cell4492...20492",3427.94234631583,3388.91260558739,"E"
"cell4493...20493",3855.598654598,2693.16506385803,"E"
"cell4494...20494",2192.20825191587,3469.75805796683,"E"
"cell4495...20495",2691.48358469829,2082.99011038616,"E"
"cell4496...20496",3446.42886240035,2277.24594902247,"E"
"cell4497...20497",2629.03620302677,3978.59454900026,"E"
"cell4498...20498",3708.10550963506,3485.62940722331,"E"
"cell4499...20499",2751.83618115261,3440.99111994728,"E"
"cell4500...20500",2818.55536485091,3843.45483127981,"E"
"cell4501...20501",3773.72263045982,2768.0769325234,"E"
"cell4502...20502",2422.91245097294,3084.95876844972,"E"
"cell4503...20503",2451.4615428634,3973.00537955016,"E"
"cell4504...20504",2594.8352352716,2624.9250434339,"E"
"cell4505...20505",2516.16565044969,3859.16957259178,"E"
"cell4506...20506",3407.36621106043,3184.25661697984,"E"
"cell4507...20507",2799.30670605972,2684.32858632877,"E"
"cell4508...20508",2570.77614823356,2757.69767025486,"E"
"cell4509...20509",2194.84819797799,2940.66893588752,"E"
"cell4510...20510",2017.77717331424,2046.60995490849,"E"
"cell4511...20511",2671.0866605863,3109.28536811844,"E"
"cell4512...20512",3902.811284177,3078.06700700894,"E"
"cell4513...20513",2689.77845646441,3137.44894973934,"E"
"cell4514...20514",3938.87597462162,3845.02711379901,"E"
"cell4515...20515",3047.74474306032,2475.25241971016,"E"
"cell4516...20516",2026.06954425573,3554.84162364155,"E"
"cell4517...20517",3503.92465572804,2107.508410234,"E"
"cell4518...20518",2176.61604844034,3748.193601612,"E"
"cell4519...20519",3883.45030322671,2393.78784364089,"E"
"cell4520...20520",2492.56930639967,2761.53540983796,"E"
"cell4521...20521",3582.81175931916,2407.01913787052,"E"
"cell4522...20522",3577.62319082394,3148.44069303945,"E"
"cell4523...20523",2203.63334426656,2927.22546122968,"E"
"cell4524...20524",3440.08828001097,3112.42533382028,"E"
"cell4525...20525",3867.5925754942,2581.43676072359,"E"
"cell4526...20526",2105.30756879598,2486.95957148448,"E"
"cell4527...20527",3580.32608265057,2765.66868601367,"E"
"cell4528...20528",2666.18946567178,2966.63787681609,"E"
"cell4529...20529",3051.48917948827,2206.5542913042,"E"
"cell4530...20530",3681.77133891732,3829.62542911991,"E"
"cell4531...20531",3821.06897654012,3723.30185072497,"E"
"cell4532...20532",3137.42845179513,3179.20790007338,"E"
"cell4533...20533",3412.11106441915,3494.36452332884,"E"
"cell4534...20534",3259.71137546003,2581.78624510765,"E"
"cell4535...20535",2877.55845300853,2294.68657588586,"E"
"cell4536...20536",3678.63483168185,2298.36387513205,"E"
"cell4537...20537",2560.34329580143,2421.77010560408,"E"
"cell4538...20538",3905.88384261355,3535.75844038278,"E"
"cell4539...20539",3624.69958839938,2002.21305945888,"E"
"cell4540...20540",2869.23705646768,3712.16785442084,"E"
"cell4541...20541",2027.024962008,2331.36116014794,"E"
"cell4542...20542",3955.85828181356,2584.48945498094,"E"
"cell4543...20543",2876.90939940512,2446.14876294509,"E"
"cell4544...20544",2321.09592063352,3051.44600849599,"E"
"cell4545...20545",2259.69452783465,3854.77510420606,"E"
"cell4546...20546",2127.61411536485,3714.66934215277,"E"
"cell4547...20547",2043.3712513186,3992.97344963998,"E"
"cell4548...20548",2522.69952045754,3159.39477458596,"E"
"cell4549...20549",3176.17418663576,3755.059230607,"E"
"cell4550...20550",2419.21878326684,2117.0731568709,"E"
"cell4551...20551",2898.22563622147,3537.61054063216,"E"
"cell4552...20552",2665.57414270937,2404.61178543046,"E"
"cell4553...20553",2042.9655071348,2675.66429218277,"E"
"cell4554...20554",2806.89792055637,3941.87413388863,"E"
"cell4555...20555",2779.72389152274,2065.76245138422,"E"
"cell4556...20556",2163.34010241553,2698.89334170148,"E"
"cell4557...20557",3325.97519690171,2505.35728409886,"E"
"cell4558...20558",2508.52845003828,2957.22614787519,"E"
"cell4559...20559",3479.7012321651,2056.02244148031,"E"
"cell4560...20560",3990.70947058499,3747.31072690338,"E"
"cell4561...20561",3231.53350222856,3363.05057117715,"E"
"cell4562...20562",3476.33100161329,3476.94889781997,"E"
"cell4563...20563",3527.94640464708,2718.50409032777,"E"
"cell4564...20564",2810.94842450693,3990.13339541852,"E"
"cell4565...20565",3152.65310136601,2984.97520433739,"E"
"cell4566...20566",3968.07473246008,2572.90624920279,"E"
"cell4567...20567",3286.70888673514,2333.54274556041,"E"
"cell4568...20568",3697.07018509507,2376.93534838036,"E"
"cell4569...20569",2909.71429506317,2044.06486777589,"E"
"cell4570...20570",3744.24158968031,3268.65020953119,"E"
"cell4571...20571",2299.92528678849,3974.40893342718,"E"
"cell4572...20572",2991.5341003798,2911.35642910376,"E"
"cell4573...20573",3199.41583322361,3125.33066887408,"E"
"cell4574...20574",3086.28071611747,3976.04290070012,"E"
"cell4575...20575",3643.75584386289,2491.83796532452,"E"
"cell4576...20576",3731.26595141366,2415.15763616189,"E"
"cell4577...20577",3977.09023719653,3660.41654348373,"E"
"cell4578...20578",2367.73765087128,2138.99308489636,"E"
"cell4579...20579",2658.89545157552,3727.32335794717,"E"
"cell4580...20580",2761.09574316069,3460.23254422471,"E"
"cell4581...20581",3009.37654590234,2218.5145271942,"E"
"cell4582...20582",3182.23205162212,3701.25423790887,"E"
"cell4583...20583",2033.42065308243,2287.76011988521,"E"
"cell4584...20584",2815.44218352064,3736.76277371123,"E"
"cell4585...20585",2428.2938754186,3079.38190177083,"E"
"cell4586...20586",3177.93756024912,3216.36392595246,"E"
"cell4587...20587",3802.53864871338,3910.70503601804,"E"
"cell4588...20588",3878.98947158828,2892.65048783273,"E"
"cell4589...20589",2799.23557676375,3605.83864059299,"E"
"cell4590...20590",3927.88959341124,2443.59249249101,"E"
"cell4591...20591",3430.56631181389,3752.46431073174,"E"
"cell4592...20592",2382.73575017229,3454.276076518,"E"
"cell4593...20593",3495.51547225565,2592.83485263586,"E"
"cell4594...20594",3052.86735948175,3928.57217369601,"E"
"cell4595...20595",2342.30319736525,2083.98949634284,"E"
"cell4596...20596",2558.36889473721,3454.58968961611,"E"
"cell4597...20597",3012.37362809479,3711.83033846319,"E"
"cell4598...20598",3072.68624659628,2147.46235730127,"E"
"cell4599...20599",3183.87548485771,3421.87208915129,"E"
"cell4600...20600",2865.54673081264,3821.53442874551,"E"
"cell4601...20601",2755.27676008642,3049.10837719217,"E"
"cell4602...20602",3620.78928947449,2912.838968914,"E"
"cell4603...20603",3163.0130559206,3429.54444838688,"E"
"cell4604...20604",3109.69028202817,3269.75418440998,"E"
"cell4605...20605",2513.12023261562,3405.57782072574,"E"
"cell4606...20606",3393.08632584289,2610.93789758161,"E"
"cell4607...20607",2248.80462419242,2346.49650240317,"E"
"cell4608...20608",3306.85022845864,3971.42273979262,"E"
"cell4609...20609",3402.14728889987,3358.33023954183,"E"
"cell4610...20610",2113.06584812701,3717.35917078331,"E"
"cell4611...20611",3836.65796602145,3732.52252023667,"E"
"cell4612...20612",3443.91924189404,2409.27474480122,"E"
"cell4613...20613",3144.12733307108,3227.82492311671,"E"
"cell4614...20614",3125.88616833091,3525.22158436477,"E"
"cell4615...20615",2944.74961981177,3989.6605592221,"E"
"cell4616...20616",2597.39244682714,3583.68676807731,"E"
"cell4617...20617",2768.40231288224,3779.44877836853,"E"
"cell4618...20618",2111.68976034969,3214.82253400609,"E"
"cell4619...20619",3842.64700720087,3099.6791976504,"E"
"cell4620...20620",2409.15982006118,2516.9072994031,"E"
"cell4621...20621",3728.66688808426,2087.90650498122,"E"
"cell4622...20622",2306.25174567103,3974.0208145231,"E"
"cell4623...20623",3839.80357600376,2115.77106127515,"E"
"cell4624...20624",3774.11223575473,2081.94081438705,"E"
"cell4625...20625",3466.8023949489,3337.77207648382,"E"
"cell4626...20626",3546.25468887389,3858.52436395362,"E"
"cell4627...20627",3215.87149566039,2947.42817198858,"E"
"cell4628...20628",3568.89475043863,3211.36562293395,"E"
"cell4629...20629",3382.67549825832,3246.08857417479,"E"
"cell4630...20630",3148.16344110295,3446.06229802594,"E"
"cell4631...20631",3207.71260606125,3779.40828260034,"E"
"cell4632...20632",2795.46848218888,2207.85367907956,"E"
"cell4633...20633",2230.09340884164,2217.45100291446,"E"
"cell4634...20634",2454.52752150595,2421.18874425068,"E"
"cell4635...20635",3968.58546836302,3246.51831807569,"E"
"cell4636...20636",2787.3691432178,3409.40257534385,"E"
"cell4637...20637",2252.01467471197,3713.00605684519,"E"
"cell4638...20638",3888.48971994594,2865.73860049248,"E"
"cell4639...20639",3659.05801998451,2757.56595516577,"E"
"cell4640...20640",3310.43720990419,2705.1106384024,"E"
"cell4641...20641",2216.4867981337,3730.14409793541,"E"
"cell4642...20642",2853.84972114116,3221.85205714777,"E"
"cell4643...20643",2371.40410393476,2033.4346643649,"E"
"cell4644...20644",2850.81047704443,3942.39978352562,"E"
"cell4645...20645",2478.37972128764,2574.0425363183,"E"
"cell4646...20646",2971.06724744663,2334.26156826317,"E"
"cell4647...20647",2231.0505467467,3745.99040672183,"E"
"cell4648...20648",3812.61694710702,3248.53951716796,"E"
"cell4649...20649",2944.12175985053,2490.93760317191,"E"
"cell4650...20650",2710.93449834734,2389.36985936016,"E"
"cell4651...20651",2395.7536383532,3328.61284352839,"E"
"cell4652...20652",2444.77966846898,3152.77996705845,"E"
"cell4653...20653",3124.64746646583,3829.79496754706,"E"
"cell4654...20654",3167.39474376664,2539.44829944521,"E"
"cell4655...20655",3956.34779101238,2075.89307753369,"E"
"cell4656...20656",3302.16070404276,3914.04898138717,"E"
"cell4657...20657",3539.23795884475,3324.39329195768,"E"
"cell4658...20658",3658.97378139198,3310.41709519923,"E"
"cell4659...20659",2090.72432853281,2036.59740556031,"E"
"cell4660...20660",2447.56028242409,2995.20923336968,"E"
"cell4661...20661",3367.14805942029,2054.36978535727,"E"
"cell4662...20662",3341.89252415672,3668.1688670069,"E"
"cell4663...20663",3059.53267542645,2492.53388121724,"E"
"cell4664...20664",2901.71186812222,3010.70922426879,"E"
"cell4665...20665",3947.9151032865,2382.58585100994,"E"
"cell4666...20666",2478.76716917381,3121.87631241977,"E"
"cell4667...20667",3386.54467882589,2777.7963699773,"E"
"cell4668...20668",2276.32878115401,3288.76672079787,"E"
"cell4669...20669",2796.05070268735,2611.76563380286,"E"
"cell4670...20670",2153.11871888116,3574.0478662774,"E"
"cell4671...20671",2206.77916612476,3622.61673482135,"E"
"cell4672...20672",2996.92212278023,2672.95636748895,"E"
"cell4673...20673",3037.31911024079,3340.99352546036,"E"
"cell4674...20674",2481.08610557392,3455.95664158463,"E"
"cell4675...20675",3765.94211533666,3609.05848862603,"E"
"cell4676...20676",2769.96791362762,2533.60377345234,"E"
"cell4677...20677",2371.30521656945,2363.1822951138,"E"
"cell4678...20678",2619.84532745555,2633.30677431077,"E"
"cell4679...20679",2444.09809308127,3389.67374619097,"E"
"cell4680...20680",3961.20213577524,2471.18991659954,"E"
"cell4681...20681",3675.1425601542,3526.39437234029,"E"
"cell4682...20682",3902.92057022452,3247.60420015082,"E"
"cell4683...20683",3640.73778875172,2843.5521889478,"E"
"cell4684...20684",2485.03887886181,3513.76794045791,"E"
"cell4685...20685",2772.16461068019,3817.88044422865,"E"
"cell4686...20686",3963.42811034992,3903.50116509944,"E"
"cell4687...20687",2625.89645478874,2958.01233872771,"E"
"cell4688...20688",2294.11457292736,2212.77841087431,"E"
"cell4689...20689",2785.75070528314,3543.42722473666,"E"
"cell4690...20690",3785.05770443007,2495.2700631693,"E"
"cell4691...20691",3731.3676183112,2534.88000575453,"E"
"cell4692...20692",3244.03130682185,3456.82059507817,"E"
"cell4693...20693",3046.74780694768,3445.27835631743,"E"
"cell4694...20694",2527.16266224161,3009.27627272904,"E"
"cell4695...20695",3204.09950567409,2646.4450196363,"E"
"cell4696...20696",2387.23709760234,3066.35275110602,"E"
"cell4697...20697",3897.19522697851,3167.44962707162,"E"
"cell4698...20698",3662.56574075669,3242.9055753164,"E"
"cell4699...20699",3615.35444343463,2239.21898985282,"E"
"cell4700...20700",3664.28289283067,3061.64212711155,"E"
"cell4701...20701",3776.41269285232,3841.22905693948,"E"
"cell4702...20702",2340.8973752521,3989.8299202323,"E"
"cell4703...20703",3914.63974723592,2259.03083989397,"E"
"cell4704...20704",3576.5720452182,2279.40206415951,"E"
"cell4705...20705",2754.44976054132,3609.09897647798,"E"
"cell4706...20706",3577.99147022888,2131.44579669461,"E"
"cell4707...20707",2918.61007548869,3895.95550717786,"E"
"cell4708...20708",2440.66881621256,3099.26527133211,"E"
"cell4709...20709",3132.79083557427,3582.63766905293,"E"
"cell4710...20710",2030.83462454379,3697.29012902826,"E"
"cell4711...20711",3352.04676259309,2592.26527251303,"E"
"cell4712...20712",2881.58457586542,3194.65083070099,"E"
"cell4713...20713",2615.96668837592,2920.98927358165,"E"
"cell4714...20714",2699.47392819449,2923.06519718841,"E"
"cell4715...20715",3179.52959099784,2486.4240642637,"E"
"cell4716...20716",2598.3230159618,3395.49611136317,"E"
"cell4717...20717",2478.5521668382,2739.22410979867,"E"
"cell4718...20718",3857.23414737731,2973.49018370733,"E"
"cell4719...20719",3276.27692837268,2262.59576296434,"E"
"cell4720...20720",3028.43180624768,2873.9749956876,"E"
"cell4721...20721",2343.53813249618,2882.22018163651,"E"
"cell4722...20722",3353.70541410521,2609.23828138039,"E"
"cell4723...20723",2816.26385077834,2415.20974040031,"E"
"cell4724...20724",3039.91054696962,2322.08569860086,"E"
"cell4725...20725",3835.94300225377,2428.41778742149,"E"
"cell4726...20726",3860.81244517118,2280.54649243131,"E"
"cell4727...20727",2730.67837208509,3940.90476399288,"E"
"cell4728...20728",3500.9674122557,2590.32580209896,"E"
"cell4729...20729",2485.53873877972,3319.11502219737,"E"
"cell4730...20730",3449.63350147009,3496.40379706398,"E"
"cell4731...20731",3441.73025852069,3380.06170792505,"E"
"cell4732...20732",2141.27768622711,3577.25629583001,"E"
"cell4733...20733",2002.7435189113,2633.02072230726,"E"
"cell4734...20734",3276.26998256892,3838.66993477568,"E"
"cell4735...20735",3081.23200386763,2078.16712372005,"E"
"cell4736...20736",3592.11340174079,2662.98447642475,"E"
"cell4737...20737",3163.80207566544,2568.57699947432,"E"
"cell4738...20738",2946.87696639448,2727.78321104124,"E"
"cell4739...20739",3980.94361368567,2960.01782501116,"E"
"cell4740...20740",3975.58578522876,3279.78848479688,"E"
"cell4741...20741",2574.87996760756,2409.42116081715,"E"
"cell4742...20742",3423.88699715957,2522.82824134454,"E"
"cell4743...20743",2422.42491338402,2483.07608766481,"E"
"cell4744...20744",2315.29934844002,3445.05908992141,"E"
"cell4745...20745",3977.71253529936,3750.27739303187,"E"
"cell4746...20746",3631.83104945347,3002.11337441579,"E"
"cell4747...20747",3286.5624986589,3150.91009577736,"E"
"cell4748...20748",3120.65743142739,2921.23335925862,"E"
"cell4749...20749",2995.31967611983,2975.69750249386,"E"
"cell4750...20750",2763.17966869101,3836.53967175633,"E"
"cell4751...20751",3391.4030273445,3997.55473667756,"E"
"cell4752...20752",3040.82613345236,3758.77507450059,"E"
"cell4753...20753",2654.59765866399,2188.73758567497,"E"
"cell4754...20754",3229.37412839383,2088.19700777531,"E"
"cell4755...20755",2225.88297631592,2983.43898681924,"E"
"cell4756...20756",3193.37751157582,3343.57444895431,"E"
"cell4757...20757",3559.26569923759,2247.41728557274,"E"
"cell4758...20758",3065.9257764928,2671.09229508787,"E"
"cell4759...20759",3070.92514261603,2744.1847869195,"E"
"cell4760...20760",2967.78281172737,2196.13429857418,"E"
"cell4761...20761",2921.20370082557,2580.066410359,"E"
"cell4762...20762",3596.57002892345,3899.39935086295,"E"
"cell4763...20763",2188.26643424109,3695.5927060917,"E"
"cell4764...20764",3914.66466523707,2118.0059639737,"E"
"cell4765...20765",2426.25491460785,3172.93724929914,"E"
"cell4766...20766",2820.8797746338,3161.01396037266,"E"
"cell4767...20767",3370.4645074904,2980.27543630451,"E"
"cell4768...20768",3087.21304731444,2006.88473833725,"E"
"cell4769...20769",2341.28455258906,2665.0815801695,"E"
"cell4770...20770",3409.59011949599,3051.48121202365,"E"
"cell4771...20771",3382.59859289974,2150.81899845973,"E"
"cell4772...20772",3061.58121582121,2818.65850882605,"E"
"cell4773...20773",3785.82006180659,2583.93158623949,"E"
"cell4774...20774",2644.22174915671,3539.810243994,"E"
"cell4775...20775",3656.50379098952,2668.05048566312,"E"
"cell4776...20776",3556.32093921304,3116.35795747861,"E"
"cell4777...20777",2183.93085710704,3842.93231274933,"E"
"cell4778...20778",3905.05664981902,3692.43465783074,"E"
"cell4779...20779",3101.02540021762,2627.54092318937,"E"
"cell4780...20780",3636.64561789483,2365.53921503946,"E"
"cell4781...20781",3007.91119411588,3161.68420063332,"E"
"cell4782...20782",3418.61813282594,2847.39301586524,"E"
"cell4783...20783",3634.51445056126,3986.59187462181,"E"
"cell4784...20784",2218.60636398196,2279.53023789451,"E"
"cell4785...20785",3298.44074184075,2488.4630003944,"E"
"cell4786...20786",2857.10639134049,2551.74506129697,"E"
"cell4787...20787",2190.72749884799,2552.23438423127,"E"
"cell4788...20788",2165.89015396312,2857.75590781122,"E"
"cell4789...20789",2735.09238567203,3304.28417865187,"E"
"cell4790...20790",3049.18298777193,2642.68255140632,"E"
"cell4791...20791",3740.33719394356,3731.78631160408,"E"
"cell4792...20792",2232.20976116136,3190.21384930238,"E"
"cell4793...20793",3650.07249172777,2213.36950128898,"E"
"cell4794...20794",3776.42738167197,2642.05284789205,"E"
"cell4795...20795",3932.83912120387,3848.17353636026,"E"
"cell4796...20796",3333.57437001541,3523.15514860675,"E"
"cell4797...20797",2326.72459166497,3769.5327415131,"E"
"cell4798...20798",2647.90037414059,3743.09285450727,"E"
"cell4799...20799",2502.38297088072,3915.11567588896,"E"
"cell4800...20800",3825.40955999866,2362.61080438271,"E"
"cell4801...20801",2708.15961621702,3333.25348282233,"E"
"cell4802...20802",2747.35804507509,3335.79227514565,"E"
"cell4803...20803",3680.43579300866,2839.03843676671,"E"
"cell4804...20804",2268.48398288712,2170.56688526645,"E"
"cell4805...20805",3081.35723136365,3644.52152373269,"E"
"cell4806...20806",3030.49149829894,3119.32445969433,"E"
"cell4807...20807",3861.91063839942,2170.71671877056,"E"
"cell4808...20808",3542.98965958878,3403.9173508063,"E"
"cell4809...20809",3424.55376917496,2131.1445562169,"E"
"cell4810...20810",2156.76232334226,3191.89741136506,"E"
"cell4811...20811",3113.27618965879,3067.8471121937,"E"
"cell4812...20812",2408.76722801477,2289.34338875115,"E"
"cell4813...20813",3932.7009562403,3752.76615424082,"E"
"cell4814...20814",3733.73043816537,3670.26614490896,"E"
"cell4815...20815",3395.81925235689,2927.72448249161,"E"
"cell4816...20816",2569.93851345032,3133.3062578924,"E"
"cell4817...20817",3510.98369061947,2314.53052861616,"E"
"cell4818...20818",3891.50456525385,3875.42134895921,"E"
"cell4819...20819",3022.34584419057,2458.34662625566,"E"
"cell4820...20820",3639.53908206895,3816.50581816211,"E"
"cell4821...20821",2868.90844814479,3756.29723444581,"E"
"cell4822...20822",3225.11455602944,2151.06076933444,"E"
"cell4823...20823",2470.88795434684,3238.73105505481,"E"
"cell4824...20824",2716.78961627185,3274.6895737946,"E"
"cell4825...20825",2199.90221783519,3792.4906858243,"E"
"cell4826...20826",2411.95847932249,2831.45858813077,"E"
"cell4827...20827",2823.65316897631,2360.68372195587,"E"
"cell4828...20828",3104.12890464067,2322.88319384679,"E"
"cell4829...20829",3021.7945240438,2341.00995771587,"E"
"cell4830...20830",3169.90525322035,3200.01614419743,"E"
"cell4831...20831",3932.39457067102,2742.32248635963,"E"
"cell4832...20832",3375.88556809351,2723.9819355309,"E"
"cell4833...20833",3761.36756129563,3934.95493941009,"E"
"cell4834...20834",3398.140439298,3397.90198579431,"E"
"cell4835...20835",2721.60755563527,2951.86179783195,"E"
"cell4836...20836",3731.21939133853,2688.93452547491,"E"
"cell4837...20837",3649.59015836939,2589.97021941468,"E"
"cell4838...20838",3388.61733395606,2464.37118761241,"E"
"cell4839...20839",2277.77145244181,2346.23374417424,"E"
"cell4840...20840",2218.19202369079,2970.89663054794,"E"
"cell4841...20841",3095.36352101713,3718.90736138448,"E"
"cell4842...20842",2551.22058000416,2835.98294621333,"E"
"cell4843...20843",3362.90224967524,2532.25595410913,"E"
