"","x","y","values","celltypes"
"cell1598",238.404355244711,520.018735202029,-0.0323084902654178,"B"
"cell1486",444.902628427371,881.150518311188,-0.500397302124578,"B"
"cell1802",355.32134771347,748.254963662475,-1.70011505735828,"B"
"cell1612",695.944963721558,161.171129206195,-1.27450279254033,"B"
"cell1099",652.461190475151,682.451540837064,0.645901780060341,"A"
"cell1890",226.377300918102,231.169059406966,0.56258246224453,"A"
"cell278",181.231822818518,535.097180167213,0.922885453258079,"A"
"cell1784",347.905913367867,716.503412462771,-0.0430409383073417,"B"
"cell88",121.691921027377,586.210725829005,0.17033524222162,"A"
"cell1321",629.668830428272,630.72845665738,-0.729183191690452,"B"
"cell1705",151.17178671062,768.0357710924,0.137533312136149,"A"
"cell392",143.626942764968,614.776698173955,0.386134937840212,"A"
"cell151",614.644971676171,168.894380098209,-0.792780005553358,"B"
"cell1037",357.180385151878,438.799045747146,0.577820375884996,"A"
"cell786",165.415122406557,787.171488394961,-0.362755137532652,"B"
"cell827",220.024403417483,748.439820716158,0.769643559778127,"A"
"cell1260",76.6451810486615,102.907110704109,-0.279388531848306,"B"
"cell780",999.455405166373,789.167857030407,-1.31856861107396,"B"
"cell1889",175.159651553258,118.293810170144,1.1823903023484,"A"
"cell1922",994.843258988112,292.225106153637,0.0128289520853718,"A"
"cell636",315.878412220627,182.659917743877,0.657833069679069,"A"
"cell1994",856.867816066369,313.532576197758,-0.564497627991975,"B"
"cell23",651.673766085878,414.347424637526,-0.747178983537675,"B"
"cell1951",168.262931751087,185.494924196973,1.9894106473417,"A"
"cell776",428.47538087517,17.2559637576342,1.87589102708127,"A"
"cell791",177.661752095446,544.530030107126,-0.0231985060344472,"B"
"cell1194",643.34315690212,896.443295525387,-1.33159147230442,"B"
"cell308",813.435208518058,893.433186924085,0.219940194536538,"A"
"cell1592",807.460845448077,980.258395429701,-1.30465729399337,"B"
"cell949",911.651314469054,834.82421701774,-1.61951073675448,"B"
"cell1419",960.267164045945,65.4471057932824,-0.236476858247874,"B"
"cell254",603.588067693636,221.03567654267,0.164755959672863,"A"
"cell1759",356.92613851279,957.522455370054,-1.01962887830108,"B"
"cell534",277.658086735755,214.827520074323,0.274312711089424,"A"
"cell186",189.193622441962,913.615794153884,-0.758408647153296,"B"
"cell311",141.144325723872,110.817262437195,0.399564918255972,"A"
"cell352",63.8024667277932,831.137002911419,-0.74825590143667,"B"
"cell389",113.507706439123,35.9492159914225,0.554023725490494,"A"
"cell1581",465.341185452417,25.8919151965529,0.503238447231911,"A"
"cell500",55.1642864011228,320.667010033503,-0.940670127049303,"B"
"cell1156",249.126207549125,629.78654447943,0.623623545049247,"A"
"cell1505",105.562190990895,24.0896218456328,-0.377787383493985,"B"
"cell347",469.250942347571,935.855139512569,-0.982905285515243,"B"
"cell394",507.035602582619,337.955133058131,-0.286567966810506,"B"
"cell1756",36.6557808592916,483.534810133278,-0.890974500642487,"B"
"cell1259",913.5026789736,493.03546291776,-0.487363161588434,"B"
"cell439",482.169573195279,616.280185990036,-1.04669328293968,"B"
"cell113",356.726912083104,887.413940625265,0.0844334365513439,"A"
"cell114",431.473690550774,822.07809551619,-1.07331589688062,"B"
"cell1809",742.461576359347,535.429883049801,-0.609490061176851,"B"
"cell1098",551.313953474164,156.152101000771,1.85561282610101,"A"
"cell231",347.230677725747,750.814122147858,-1.65747020030103,"B"
"cell1990",845.543978502974,500.879856059328,-0.733133656129261,"B"
"cell957",883.752264082432,174.124128883705,-1.72241089368852,"B"
"cell1830",711.271684383973,982.604904100299,-0.922716444414538,"B"
"cell1213",67.2451483551413,618.271555984393,-0.0495182726759254,"B"
"cell1902",74.2437855806202,801.221817964688,-1.09507749858297,"B"
"cell1938",79.9524132162333,871.18188617751,-1.10406747717726,"B"
"cell1164",328.542302362621,652.040252229199,0.663535168438354,"A"
"cell228",46.4608869515359,264.722274616361,-0.613314208749121,"B"
"cell689",11.7597347125411,917.860072338954,-1.2037826177762,"B"
"cell823",742.97241307795,548.879792448133,-0.662589758235726,"B"
"cell1637",48.0893275234848,478.674574755132,-1.3746626360722,"B"
"cell1387",224.853484425694,983.075922355056,0.4259249306522,"A"
"cell928",288.920137798414,546.568950172514,0.375965997944423,"A"
"cell1609",274.376961868256,389.918048400432,0.36108662491157,"A"
"cell280",770.737042883411,922.346818028018,-0.634208815773784,"B"
"cell332",293.605549028143,95.7397413440049,2.05690501233354,"A"
"cell890",330.668087350205,398.90470681712,0.105963002239925,"A"
"cell517",646.067276829854,608.468755614012,0.358987729841929,"A"
"cell1483",90.8774142153561,835.429355502129,-1.31576995630665,"B"
"cell1544",882.048450177535,714.161876123399,-0.477830426391022,"B"
"cell1234",18.546407809481,866.350872209296,-1.13811716134296,"B"
"cell1206",847.625407855958,484.762544510886,0.16444964815947,"A"
"cell1153",717.564067104831,910.457347054034,-0.0216360499993056,"B"
"cell170",337.615333497524,144.229113589972,0.622230476318829,"A"
"cell1512",649.712249170989,300.632366910577,-0.202807309341788,"B"
"cell703",750.882187858224,785.630304832011,-0.0604224824337972,"B"
"cell1636",514.933738159016,935.180360917002,-1.11687880280853,"B"
"cell1643",831.796954618767,839.626242173836,-0.573311843551634,"B"
"cell804",745.110136223957,107.309120241553,-2.12624448387992,"B"
"cell1420",384.686591336504,201.968907378614,-0.0155351610454807,"B"
"cell787",620.427925605327,797.589224996045,-0.690653580306466,"B"
"cell272",109.029268613085,705.853160005063,0.0173873987142367,"A"
"cell425",344.487393740565,577.69950828515,0.902497508871956,"A"
"cell660",867.238787235692,340.977491578087,-0.867405529317004,"B"
"cell910",42.885891860351,620.22546841763,0.259703242160719,"A"
"cell1038",513.018082128838,7.25971511565149,0.508389384389356,"A"
"cell430",879.433296155185,272.230607224628,-1.36303600587651,"B"
"cell1912",415.764981647953,291.815681150183,-0.0755652406953669,"B"
"cell64",332.394674187526,996.363310841843,-1.62014447742158,"B"
"cell876",11.3401929847896,420.655518304557,-0.593199543918371,"B"
"cell1539",132.961038965732,621.500158915296,0.464265211586836,"A"
"cell83",399.994368897751,609.57774030976,0.296839077231879,"A"
"cell920",885.226304875687,617.038996191695,-0.691969674587067,"B"
"cell1444",686.23681506142,30.1099128555506,-1.34291543054345,"B"
"cell626",621.076293755323,150.90500889346,-0.851299826048182,"B"
"cell1276",676.762705435976,859.611756866798,-1.47384782302619,"B"
"cell1247",961.099177366123,298.862256575376,-1.65617666326868,"B"
"cell706",73.2468697242439,410.513413604349,-1.27371331016444,"B"
"cell788",292.33139497228,223.905894672498,0.570007003388767,"A"
"cell1645",615.554818883538,792.136813048273,-0.390732822413027,"B"
"cell632",370.883537689224,928.897896083072,-0.881522251364551,"B"
"cell1423",902.642353670672,239.341633627191,-1.87273663885784,"B"
"cell458",987.101763952523,759.542214451358,-1.0440905621759,"B"
"cell149",104.987640399486,957.186109153554,-1.39965990933335,"B"
"cell1578",133.55568703264,24.34884570539,0.0955291491386448,"A"
"cell284",373.063371982425,20.77916264534,1.22060849784332,"A"
"cell796",625.245335279033,586.609131889418,0.354398229051435,"A"
"cell1112",690.27868588455,10.9916639048606,-1.37144504471451,"B"
"cell416",475.825038738549,324.664350133389,-1.0430085401706,"B"
"cell1899",682.283061323687,522.952783387154,0.532526080736569,"A"
"cell663",58.3143925759941,204.421713249758,-0.973657062913859,"B"
"cell877",258.602296933532,915.634844917804,-0.624719371778901,"B"
"cell1493",849.353688303381,190.222956705838,-1.94905457629045,"B"
"cell1907",584.890802390873,411.933311028406,-0.523494043421439,"B"
"cell175",380.493885604665,342.454317957163,-0.232306386712784,"B"
"cell1223",630.290788598359,11.0934360418469,-1.92646815674389,"B"
"cell1171",810.210771625862,875.405560946092,-1.25962409939804,"B"
"cell1817",762.78072502464,78.3975780941546,-1.1357332921156,"B"
"cell387",796.836083987728,888.446028809994,0.062220752576637,"A"
"cell1876",256.111980648711,239.496344001964,-0.0835968640399652,"B"
"cell1091",473.755787825212,491.024512797594,0.0472219374636644,"A"
"cell1175",680.455088848248,726.182851241902,-0.695047516290185,"B"
"cell657",193.784071598202,36.9057455100119,0.233905341315235,"A"
"cell1418",386.88075914979,671.02567339316,-0.277128824581758,"B"
"cell174",391.35928102769,562.343132682145,0.64131227530638,"A"
"cell304",461.551840649918,632.075233384967,0.408968307817639,"A"
"cell1515",842.785842018202,257.666680263355,-0.886698495112802,"B"
"cell723",905.57726053521,95.7476415205747,-0.912893878749091,"B"
"cell1595",110.289279138669,930.817308370024,-0.313096516551003,"B"
"cell1906",304.615611210465,811.8524516467,-1.07283274457573,"B"
"cell210",717.935275984928,106.167400954291,-1.4358535317841,"B"
"cell1910",337.37303968519,287.367034470662,0.807344571179612,"A"
"cell1014",994.770509423688,806.8449604325,-1.83740267199744,"B"
"cell726",851.076219463721,937.549793161452,-1.17033944768848,"B"
"cell548",379.276725230739,406.969435280189,-0.586096590932558,"B"
"cell1079",379.413213115185,850.405663717538,-1.50979959065548,"B"
"cell1880",572.922080755234,1.16199813783169,-0.0805729934078216,"B"
"cell452",442.510108230636,799.508373253047,-1.51504675039751,"B"
"cell1",265.5086631421,871.805021073669,0.984990334015562,"C"
"cell2",372.12389963679,967.197048477829,0.0755363024327609,"C"
"cell3",572.853363351896,866.916270926595,0.664451943723312,"C"
"cell4",908.207789994776,437.715301522985,1.77197802606644,"C"
"cell6",898.389684967697,82.2944045066833,2.94204133972457,"C"
"cell7",944.675268605351,583.451637532562,1.18627814704684,"C"
"cell9",629.11404389888,527.662655804306,-0.0851840669811055,"D"
"cell10",61.7862704675645,472.288285382092,0.595389671536419,"C"
"cell11",205.974574899301,48.1913706753403,0.513878732817566,"C"
"cell12",176.556752528995,594.540807651356,1.80228127495024,"C"
"cell14",384.103718213737,598.868683679029,1.28752294685871,"C"
"cell16",497.699242085218,395.72663186118,0.951929919957432,"C"
"cell18",991.906094830483,24.1113880183548,3.20868604810926,"C"
"cell24",125.555095961317,10.1712229661644,-0.413999719566057,"D"
"cell25",267.220668727532,52.4083885829896,0.658695944274159,"C"
"cell26",386.114092543721,730.370381381363,0.913023092265035,"C"
"cell28",382.387957070023,70.3566265292466,-0.265422154457674,"D"
"cell30",340.34899668768,413.30587095581,-1.11294540316008,"D"
"cell32",599.565825425088,80.2463705185801,2.2678408099465,"C"
"cell34",186.217601411045,794.071018928662,0.205500647631223,"C"
"cell35",827.373318606988,91.0974657163024,2.60132432230685,"C"
"cell36",668.466738192365,276.682177558541,1.95925780875074,"C"
"cell38",107.943625887856,663.4760950692,0.718918117557771,"C"
"cell43",782.93276228942,780.536147300154,1.32102591893432,"C"
"cell46",789.356231689453,123.852211982012,3.03241866988425,"C"
"cell47",23.331202333793,777.341672452167,0.322146300509937,"C"
"cell50",692.731556482613,917.042729211971,1.58816703168919,"C"
"cell52",861.2094768323,715.545793995261,1.62495829247319,"C"
"cell53",438.097107224166,156.366555485874,-0.108595528450736,"D"
"cell54",244.797277031466,261.575721204281,0.0477980296280105,"C"
"cell55",70.6790471449494,773.791367653757,0.3476963339248,"C"
"cell57",316.27170718275,95.3767166938633,-0.67463639501301,"D"
"cell63",459.065726259723,345.176512375474,-0.0768789026250302,"D"
"cell65",650.87046707049,214.889628114179,1.58517296807304,"C"
"cell67",478.545248275623,408.99104741402,1.03965692122782,"C"
"cell68",766.310670645908,539.928927551955,1.55528092700776,"C"
"cell70",875.321330036968,10.6531432829797,2.69452716078217,"C"
"cell71",339.072937844321,674.989556195214,1.89975064667411,"C"
"cell72",839.440350187942,880.181554006413,1.89980902106595,"C"
"cell74",333.774930797517,894.052134593949,0.184754507133716,"C"
"cell75",476.351245073602,807.851313846186,0.718480147406025,"C"
"cell76",892.198335845023,52.2684226743877,2.97326566013113,"C"
"cell78",389.989543473348,498.940351651981,0.628718096340513,"C"
"cell79",777.320698834956,497.459183679894,2.13321986519789,"C"
"cell80",960.617997217923,201.222010422498,1.91539924669342,"C"
"cell82",712.514678714797,547.304183710366,1.34247910303616,"C"
"cell85",757.087148027495,164.061164716259,1.75081102409286,"C"
"cell90",143.30437942408,534.099313896149,1.04272671673793,"C"
"cell94",876.269212691113,34.5583152957261,2.02943362032474,"C"
"cell95",778.914677444845,558.660281123593,1.37221945246398,"C"
"cell96",797.30882588774,120.087367016822,2.12006225472452,"C"
"cell98",410.084082046524,914.125661132857,0.270678951313638,"C"
"cell100",604.933290276676,575.576044851914,0.415511739070917,"C"
"cell101",654.723928077146,516.75015501678,0.728369806208221,"C"
"cell103",270.260145887733,588.396580191329,0.230713207715296,"C"
"cell106",213.208135217428,985.081367427483,1.12903686348968,"C"
"cell107",129.372348077595,991.829797392711,2.77671781631124,"C"
"cell117",715.566066093743,956.474067410454,0.550851427660453,"C"
"cell118",103.184235747904,837.399842217565,-0.101617703847709,"D"
"cell120",640.101045137271,842.0864418149,0.663962138875579,"C"
"cell123",484.349524369463,913.734979229048,0.228663044996069,"C"
"cell124",173.442334868014,48.6553451046348,-0.123131965692696,"D"
"cell131",574.87219828181,33.2878560293466,2.07048712030411,"C"
"cell134",642.795492196456,784.817258594558,1.03559634002248,"C"
"cell136",598.092422354966,366.151578025892,-0.264550636241525,"D"
"cell137",560.900748008862,207.688439870253,0.0768561333157425,"C"
"cell138",526.027723914012,965.912537649274,1.09903317920507,"C"
"cell139",985.095223877579,564.966007368639,2.14563009062754,"C"
"cell142",601.541217649356,165.633277501911,0.932778600243131,"C"
"cell143",238.868677755818,206.11856225878,0.317087429494494,"C"
"cell145",729.309623362496,450.814907671884,1.79727804197023,"C"
"cell147",175.126768415794,600.618461845443,1.90853696930238,"C"
"cell152",557.159538846463,518.571133259684,0.707996360709568,"C"
"cell153",328.777319053188,54.3228397145867,-0.222424540732732,"D"
"cell154",453.131445450708,181.874627713114,1.39184054324199,"C"
"cell155",500.440972624347,32.4744703248143,1.37034899578985,"C"
"cell156",180.866361130029,413.448404753581,-0.790994410683037,"D"
"cell157",529.630602803081,710.804731585085,1.37613943231238,"C"
"cell160",212.699519237503,379.704721504822,0.21746108980687,"C"
"cell162",895.094102947041,961.577203124762,1.12872444618053,"C"
"cell163",446.2353233248,443.998414091766,0.205063637823469,"C"
"cell165",880.619034869596,652.874941704795,0.189094369849721,"C"
"cell166",413.124209502712,754.724035272375,1.69441217890554,"C"
"cell167",63.8084805104882,588.706381851807,0.23674641734351,"C"
"cell171",630.414122482762,266.654535662383,1.12302581886241,"C"
"cell172",840.614554006606,173.820912605152,2.67887862046739,"C"
"cell178",741.078648716211,562.850194750354,2.03918280167188,"C"
"cell179",605.303446529433,565.385995432734,0.156037479286516,"C"
"cell180",903.081611497328,633.331828983501,1.48490094023218,"C"
"cell184",503.339485730976,152.72214752622,0.0461116463328862,"C"
"cell187",758.103052387014,496.350146830082,1.92279164772069,"C"
"cell188",724.498892668635,27.7347269002348,0.912654952406103,"C"
"cell189",943.724818294868,450.139385415241,1.22919445448713,"C"
"cell191",711.743867723271,18.2709295768291,1.28435428869154,"C"
"cell192",388.905099825934,871.962478850037,0.00303987798440492,"C"
"cell194",927.302088588476,892.738419119269,2.27827471640458,"C"
"cell195",283.232500310987,856.308729154989,0.162538828123179,"C"
"cell196",590.57315881364,123.533075442538,1.40905601862575,"C"
"cell197",110.360604943708,221.65473876521,-0.297997531482669,"D"
"cell198",840.507032116875,690.272177569568,1.75432393663881,"C"
"cell199",317.963684443384,648.772125830874,1.00589227905796,"C"
"cell200",782.851336989552,91.4451922290027,1.03389716975745,"C"
"cell202",218.645284883678,944.378237938508,0.915327295879407,"C"
"cell203",516.796836396679,128.65765299648,1.60690383263617,"C"
"cell204",268.950592027977,524.701888905838,0.453201799527475,"C"
"cell205",181.168327340856,931.875708047301,0.620428965700148,"C"
"cell206",518.576137488708,441.982066258788,-0.581136777956963,"D"
"cell207",562.782935798168,401.971613289788,0.614924365231996,"C"
"cell208",129.156854469329,365.522500360385,0.187114829022487,"C"
"cell211",961.409936426207,657.213832018897,2.81038014796924,"C"
"cell212",100.140846567228,800.479157827795,0.148450216132159,"C"
"cell213",763.222689507529,160.081139067188,1.69782819455085,"C"
"cell214",947.966354666278,499.149806331843,1.5927964991168,"C"
"cell215",818.634688388556,138.865772867575,2.10808401389929,"C"
"cell216",308.292330708355,688.598210224882,1.61268565757638,"C"
"cell218",953.355451114476,207.81287481077,1.66407392427291,"C"
"cell220",339.979203417897,333.421071292832,-1.0333429835791,"D"
"cell221",262.474110117182,529.427384026349,-0.0278424381988986,"D"
"cell223",322.168056620285,759.88901196979,0.0325664975278773,"C"
"cell224",510.125206550583,39.695909479633,1.14645558245063,"C"
"cell226",510.959698352963,170.349805383012,-0.789165667174983,"D"
"cell227",257.621260825545,707.256585825235,1.15189613567598,"C"
"cell230",854.001502273604,713.207269553095,1.6418033566744,"C"
"cell236",689.627848798409,659.653313225135,1.19558365880318,"C"
"cell238",554.900623159483,221.783839398995,-0.66957788778412,"D"
"cell239",429.624407785013,49.6916156262159,0.586197944121728,"C"
"cell240",452.720062807202,842.967495322227,0.556178701696242,"C"
"cell241",306.443258887157,460.355976829305,0.00760458050237595,"C"
"cell243",910.370304249227,330.020109890029,1.57000830753485,"C"
"cell244",142.604082124308,350.482023321092,0.667552458576722,"C"
"cell246",210.925750667229,209.322826238349,0.134727513931808,"C"
"cell249",460.096445865929,893.524003913626,-0.547480067422135,"D"
"cell251",761.973861604929,104.02936860919,1.97716572967009,"C"
"cell253",470.678497571498,414.733785670251,0.347508474005501,"C"
"cell255",484.989680582657,6.71869982033968,0.971614468917474,"C"
"cell256",108.80631650798,30.2505425643176,0.288243394925821,"C"
"cell257",247.726832982153,250.101836863905,-0.219073990508182,"D"
"cell258",498.514530714601,220.494979294017,0.0669599307637591,"C"
"cell259",372.866708086804,308.080991730094,0.00794445574648263,"C"
"cell261",523.986077867448,938.50277364254,1.23405772841574,"C"
"cell263",277.966029476374,168.020266341045,1.06660819959932,"C"
"cell265",702.462512534112,191.555221565068,2.94082958638328,"C"
"cell267",64.4575387705117,81.1121538281441,-0.502610675860984,"D"
"cell269",620.410033036023,571.347230114043,0.201304452255114,"C"
"cell274",169.310914585367,160.992347402498,0.489816409243017,"C"
"cell275",298.652542056516,335.154334548861,-0.629283264441916,"D"
"cell277",257.170021301135,914.078942500055,0.647495496433767,"C"
"cell279",477.313709678128,246.893692528829,-0.0979691972396513,"D"
"cell283",880.319068906829,651.548156049103,0.930958973491035,"C"
"cell286",138.628246728331,949.586964212358,1.07202894662071,"C"
"cell288",154.831611318514,456.23399131,0.276192405015299,"C"
"cell289",132.228172151372,786.743860924616,0.95372843281904,"C"
"cell292",131.41653384082,529.761809390038,-0.120129172586944,"D"
"cell293",981.563460314646,182.999437209219,2.29352313126256,"C"
"cell295",506.939497077838,348.113585729152,0.918246038029108,"C"
"cell297",99.1691031958908,792.195686371997,-0.49112704828221,"D"
"cell301",673.712232848629,30.4510646965355,0.277820731136466,"C"
"cell302",94.8578554671258,848.985600750893,0.697124723163017,"C"
"cell307",176.350713707507,123.204056639224,0.418508970694467,"C"
"cell310",400.44974675402,755.108230514452,0.964366851858264,"C"
"cell317",83.1138978246599,486.564260907471,0.91815733901937,"C"
"cell318",353.884240612388,439.168035285547,0.670611848189806,"C"
"cell319",969.208805356175,266.86362712644,1.97133619729452,"C"
"cell321",664.618249749765,239.049473078921,1.86322352990051,"C"
"cell323",405.689612729475,808.244503336027,0.584264660596897,"C"
"cell331",986.311589134857,101.045170566067,1.70860604404986,"C"
"cell333",399.351106956601,777.240371098742,0.676197154451836,"C"
"cell335",77.1516691893339,342.071880353615,1.02087918009972,"C"
"cell336",363.696809858084,786.315873963758,0.644862484443744,"C"
"cell337",442.592467181385,113.462525652722,-0.54334779855244,"D"
"cell338",156.714132521302,350.252757081762,0.203076595568517,"C"
"cell344",384.303892031312,959.202934522182,0.524146364624991,"C"
"cell345",676.164050819352,690.268852747977,0.893770609726056,"C"
"cell346",269.29377974011,885.739511344582,0.877084393790421,"C"
"cell348",171.800082316622,744.079901603982,1.24825680912451,"C"
"cell350",725.405272562057,799.356783507392,2.3778420591036,"C"
"cell353",784.546229988337,370.750101283193,2.30325596712152,"C"
"cell357",847.882149508223,163.277692859992,2.80008448453332,"C"
"cell360",471.930730855092,78.3925901632756,0.300325493063711,"C"
"cell362",333.277984522283,15.8382183872163,0.104908601965807,"C"
"cell364",276.849841699004,426.626244327053,-0.549832757878595,"D"
"cell365",587.035141419619,380.065433681011,0.446141984405515,"C"
"cell366",836.732269730419,736.944383243099,1.68183944813032,"C"
"cell367",71.1540239863098,279.538352275267,0.39806822137388,"C"
"cell368",702.778743347153,656.283871969208,1.77252059207769,"C"
"cell370",463.96238100715,722.052505705506,1.08491094097387,"C"
"cell371",436.931110452861,982.406044378877,0.740979181935527,"C"
"cell372",562.176787760109,543.322717072442,-0.36123790862926,"D"
"cell373",928.483226336539,659.887838643044,-0.126557498384079,"D"
"cell374",230.466414242983,275.039361324161,-0.587712410935699,"D"
"cell379",177.194535732269,218.039868399501,-0.217141196637252,"D"
"cell380",493.31872863695,393.170869676396,0.0516394806133036,"C"
"cell385",232.161148451269,153.450242243707,0.210375182210696,"C"
"cell388",831.671715015545,138.003347441554,2.60491834397027,"C"
"cell391",147.322899661958,378.946078242734,0.412784213077141,"C"
"cell395",154.85101705417,329.129653051496,0.227945321562159,"C"
"cell399",351.573409279808,260.631043696776,0.886210314011718,"C"
"cell400",147.845706902444,168.699683854356,0.310605845648083,"C"
"cell401",658.877609064803,59.7310056909919,1.09056623283104,"C"
"cell402",185.069964500144,52.5821361225098,0.195136957603504,"C"
"cell404",897.848492022604,794.607590185478,1.48318364494317,"C"
"cell405",943.697054404765,31.6677016671747,2.10929281872205,"C"
"cell406",723.69075124152,543.284805025905,1.59382642019307,"C"
"cell409",11.149508645758,757.301493315026,1.08686238046753,"C"
"cell410",940.308712190017,10.5481466744095,2.72660361167619,"C"
"cell411",993.749226210639,817.91408197023,1.6754632481092,"C"
"cell414",792.909023817629,634.29570524022,1.4397991682253,"C"
"cell415",705.859006382525,418.075025547296,2.5038562421422,"C"
"cell417",494.654526002705,765.787225915119,-0.432242683507543,"D"
"cell420",822.793305618688,610.136551316828,1.23851535183556,"C"
"cell422",514.732652809471,736.152135068551,0.969476128285292,"C"
"cell424",143.166586523876,701.814879896119,1.6769108300035,"C"
"cell426",405.763582326472,565.839251037687,0.810571145579513,"C"
"cell427",85.3110058233142,367.175505962223,0.441003753638633,"C"
"cell428",932.571928249672,556.92170956172,1.53699878838074,"C"
"cell429",838.384066708386,897.090169833973,2.36971773336764,"C"
"cell431",935.712467646226,826.333165401593,1.54051751732723,"C"
"cell432",72.4606334697455,675.995662575588,0.862458267781737,"C"
"cell433",378.759440500289,899.366909172386,0.734620408554799,"C"
"cell438",52.149013383314,542.550917714834,-0.152154398322237,"D"
"cell440",920.51784065552,925.736116012558,1.04356163118999,"C"
"cell443",500.850487267599,960.560950217769,0.712596079181817,"C"
"cell445",264.249049592763,564.239503117278,0.869691041353585,"C"
"cell446",423.098609549925,800.476333126426,0.640061492601214,"C"
"cell447",366.563616320491,478.194958763197,0.593752998494044,"C"
"cell449",123.723565135151,701.587424613535,1.79720029223946,"C"
"cell450",70.0326792430133,128.366638207808,0.540308731826411,"C"
"cell454",170.243580127135,863.995332969353,0.403892263523446,"C"
"cell463",1.93283474072814,768.626284319907,1.19924969328481,"C"
"cell468",163.085478357971,929.919361835346,0.136627163728388,"C"
"cell469",476.188018452376,139.465735759586,0.354422855096101,"C"
"cell473",712.540122447535,547.300927806646,1.32023380867517,"C"
"cell475",117.720612091944,685.184835223481,1.75865804035006,"C"
"cell477",863.630566513166,385.4014640674,2.46837968668452,"C"
"cell479",497.868051985279,49.2560362908989,0.879840965417587,"C"
"cell480",691.927672130987,338.603851385415,2.38319020638729,"C"
"cell482",155.401222640648,360.099533572793,0.146992850052846,"C"
"cell486",502.250815276057,676.367230480537,1.551719729151,"C"
"cell490",134.111337829381,656.09916113317,0.13724430279728,"C"
"cell491",22.7412241511047,357.506583211944,-0.265563341902656,"D"
"cell496",459.575412096456,973.690321203321,0.535027482694543,"C"
"cell497",434.030848555267,399.140807567164,0.262819955888078,"C"
"cell502",688.275237567723,73.3354249969125,0.863499964007093,"C"
"cell505",472.234202548862,988.096073037013,0.722560972307048,"C"
"cell506",969.528166111559,478.874128777534,1.1182290864866,"C"
"cell507",402.197062736377,905.694005545229,-0.484675133946716,"D"
"cell508",849.552103783935,18.5059309005737,1.50471234704936,"C"
"cell509",756.644907407463,192.143822088838,1.3775670370687,"C"
"cell512",467.115115607157,528.291253373027,0.318205621624071,"C"
"cell516",187.426371034235,132.017247145995,-0.754761384092296,"D"
"cell518",541.979279834777,991.868579527363,1.40114849380883,"C"
"cell520",637.908723205328,895.283457124606,0.766428817505303,"C"
"cell522",708.975198445842,472.178465919569,0.786801064083688,"C"
"cell523",348.550350870937,177.117969840765,0.196600282619384,"C"
"cell527",804.390771314502,236.101077171043,3.12644622816505,"C"
"cell528",758.696807082742,897.164004389197,1.92985256686085,"C"
"cell529",957.249888917431,339.147608028725,1.91845963338717,"C"
"cell531",606.440994655713,497.738852631301,0.429419461838187,"C"
"cell535",117.197550134733,305.312757613137,1.05086904691314,"C"
"cell538",336.87830879353,850.945501588285,0.689013627990223,"C"
"cell539",173.652553465217,946.970957797021,0.824637775602196,"C"
"cell540",621.77327950485,274.561112048104,0.494827104824713,"C"
"cell541",397.843627491966,839.856049511582,-0.487560052946839,"D"
"cell542",955.675768665969,143.855765694752,2.41089728856322,"C"
"cell544",328.743716701865,446.126565570012,1.20028961059682,"C"
"cell545",197.146713500842,955.431776354089,0.441947174074046,"C"
"cell546",115.342324832454,635.325060458854,0.529933147708632,"C"
"cell547",995.965478708968,164.100986905396,2.17664328763178,"C"
"cell550",732.718017650768,146.939058788121,1.01277829719226,"C"
"cell551",870.805552927777,889.985184883699,1.98324151790404,"C"
"cell552",572.170259663835,196.703487541527,0.750783424653544,"C"
"cell555",770.653631538153,733.79553668201,1.41506762180992,"C"
"cell558",49.6535839047283,629.951623501256,0.716888745793338,"C"
"cell559",821.162318112329,455.877244705334,1.72202888830507,"C"
"cell561",654.732875758782,57.4859934858978,0.914974707613287,"C"
"cell563",341.80990117602,771.134980488569,1.21296496935134,"C"
"cell565",907.291416078806,983.916262863204,1.52080510214522,"C"
"cell566",696.196999400854,814.176932908595,2.03424350388636,"C"
"cell569",280.750213656574,567.414059303701,0.887411817537509,"C"
"cell571",158.395956736058,457.046317867935,0.56788575542194,"C"
"cell575",827.717769658193,874.087562551722,1.36441656377712,"C"
"cell578",408.277759794146,986.528045032173,0.165313234827884,"C"
"cell579",842.589903390035,658.342666225508,0.843995792469292,"C"
"cell580",737.305467948318,302.385349525139,1.72339403911833,"C"
"cell581",348.224401008338,867.420181864873,-0.0577190184573679,"D"
"cell584",35.27776687406,628.5839099437,0.165016457014448,"C"
"cell585",596.448455704376,690.660070860758,1.08134477419,"C"
"cell586",415.318001527339,672.291485359892,1.86595174641798,"C"
"cell587",76.8970381468534,882.117749424651,1.11285345399078,"C"
"cell588",528.04887923412,687.738198088482,0.919215969154464,"C"
"cell592",242.956608999521,15.1006982196122,-1.26854509757959,"D"
"cell593",778.042529011145,252.019782550633,2.55621613832399,"C"
"cell599",379.872591467574,737.378113903105,1.53121870293461,"C"
"cell600",450.485437177122,626.96939567104,2.31473631204209,"C"
"cell602",928.777225781232,215.981491142884,0.902309209760003,"C"
"cell603",147.481045220047,905.941029312089,0.106996213666996,"C"
"cell606",974.792463472113,683.197691803798,1.68581829642633,"C"
"cell607",350.625570164993,113.990662852302,-0.234451470117651,"D"
"cell608",393.949056975543,527.885041665286,0.515247376754576,"C"
"cell609",950.951009057462,941.509603289887,1.90086436472107,"C"
"cell612",346.162099856883,878.276449628174,1.37706185663332,"C"
